"structure_id";"top_level_id";"structure_name";"structure_is_part_of_update_period";"structure_scorecard_frequency";"structure_is_hidden";"structure_has_correction";"structure_level";"snapshot_date"
"fb0400247c5c413cabd2e52db085e8de";"e54776ef15824579b63591f3a53bd4b4";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"03d6ea72927e4d6185573c6b35ccc61e";"5b5e6c2a2d554d058ddf8285fa05afc7";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"b9b7f707bb91474fb5f916e125e9d885";"47e79c5470f041329f04ad7dd5a03320";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"3a9a12feec10433588e828644ff45131";"836cc22bc3cf41ebb7ad82feeaed6dbc";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"83a08ece6658456a92186607cccb14d2";"10d719e0c32941dc80af9275413d2e0c";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"a1d7ebfdc6d6489cac95d5c3e18b128b";"3f282353024b4b39b9399fff5f357a70";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"54b62a5a314d4195a88ee48c99683d30";"ce4c67d50dbe4730b401bdcd9694a649";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"7e2308a4afa941c782dd9d78bfc9bfcf";"e60ba2aa343e46d7be01b3415d124670";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"2592ac6ea44545dc8cc716cbf2fc4fe2";"ce4c67d50dbe4730b401bdcd9694a649";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"e5885e5f65a742ce8bcef05797f134cc";"10d719e0c32941dc80af9275413d2e0c";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"6eb21a80ace5439fb0e88dfca4d441cd";"b70bd5a07fd84d25bbbda49cbb77715b";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"a998dc51e9134ef89bff5967587b8525";"e60ba2aa343e46d7be01b3415d124670";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"72196906ad624730a856559b5200fa86";"e54776ef15824579b63591f3a53bd4b4";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"c3eee51a2d374e2c910081654f46b442";"69495a0beee54719a83f022004c9548d";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"257cabdc4df0496089ea25a8875f9e98";"d30b145420b54405975a0fec31db9ac4";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"f832111bcdeb493ebee14f3fbd9d8327";"7432ab1ac49e439eb921d3fc47f9b3ef";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"8e0f2b066607495380dc640e3ee3f644";"916b461ec9d04f45b7157a554e904ea0";"Région";"False";"Monthly";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"7f7de0a26b3149d58d56c2658468b32d";"ce4c67d50dbe4730b401bdcd9694a649";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"1a67ea984c2e4c459622099ccb636f56";"6d2c9fc81a5d45b7a980b9b627201f7f";"Région";"False";"Monthly";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"1c05cdc937194d4f90e94db838f80a37";"2cefb69d22354e4e9fbda92d29d06963";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"bd18ac369c534258acda4ae5693ab531";"7432ab1ac49e439eb921d3fc47f9b3ef";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"6768194ac5f44b0ead5d12ce3830abb8";"e32e96fc561a43a1b7517325e41cd140";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"f285b64891bb4eee8bd15e7d4f0153d9";"e60ba2aa343e46d7be01b3415d124670";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"8bb5f418b1cf4ef891e1314442533546";"d30b145420b54405975a0fec31db9ac4";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"78534e29412d48ef8f71cd4140ed4624";"57ad11ea19bb41f0b6cbceb6790cbe74";"Pays";"False";"";"False";"False";"15";"2021-03-10T23:59:59.0000000"
"d9ab021d0d2f443d93dc8a0d1d33114c";"e60ba2aa343e46d7be01b3415d124670";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"12ec1b18806d4a07853481954d381705";"57ad11ea19bb41f0b6cbceb6790cbe74";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"bbd66e5c53e8417bb1323b72938930b6";"aa87e053e2da43c6a5aace7dddb01133";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"a8e2f83fa90545f894dcfa93a1f645cb";"5b5e6c2a2d554d058ddf8285fa05afc7";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"dbbf08ffe85648b7881bda20d0c8c73b";"0d534b1da37e41618105219ca093ad04";"Région Académique";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"c03e6373710c4c3ab29f7860686833f3";"aa87e053e2da43c6a5aace7dddb01133";"Tribunaux judiciaires";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"1f033be554fe4f7694db6f8e7638c813";"e54776ef15824579b63591f3a53bd4b4";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"b6b13cfe0ff5460187cd35f663b8d512";"e32e96fc561a43a1b7517325e41cd140";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"ddc073dc8e224df99a2a70ce37fca0e5";"523b9e6abd3a4e56a7535e8eee95b78d";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"e3edadafaa9c4d86bc84e927756235e8";"69495a0beee54719a83f022004c9548d";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"914047f85b1b4cbe8916180edc83445a";"0d534b1da37e41618105219ca093ad04";"Académie";"False";"";"False";"False";"25";"2021-03-10T23:59:59.0000000"
"47b5d5bce20e4086a08d5cc02048d604";"47e79c5470f041329f04ad7dd5a03320";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"c289784ee6b34a6e8b2bbe61eb14a39f";"69495a0beee54719a83f022004c9548d";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"ee8991217ac9484fa353bd7857a0f27c";"d30b145420b54405975a0fec31db9ac4";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"435686b9d46e4acaa8253b9b069b1655";"ce4c67d50dbe4730b401bdcd9694a649";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"9d6d193d09bc45098bbd77ae88544fb2";"e60ba2aa343e46d7be01b3415d124670";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"e13514f2633346d2a6968a7c7ab5dc4d";"47e79c5470f041329f04ad7dd5a03320";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"f3fe674df01e48288984bdf543e496a3";"9c902e1d0db942309735ab1e4eb19908";"Région";"False";"Monthly";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"6f4851ebd1ae449aa06b4334427a0a7c";"10d719e0c32941dc80af9275413d2e0c";"Région Académique";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"f94ff649c5e64a9fb280341ec2eb38d7";"836cc22bc3cf41ebb7ad82feeaed6dbc";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"db78db0e4f444e3a9bf4366807457cc6";"10d719e0c32941dc80af9275413d2e0c";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"4ea209bcde2b4a52a11079a2bcea007e";"0d534b1da37e41618105219ca093ad04";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"be51a3b7971b4004bcb5f0548a7e25e5";"47e79c5470f041329f04ad7dd5a03320";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"46262bf2f86a465aa52b470db654ce28";"d30b145420b54405975a0fec31db9ac4";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"af08e7cb18434aa09f2317c54b1da970";"4bfcd9f5332444c0a87edfe5ae888cb5";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"228564225d0c4222921e15bff882e6ff";"10d719e0c32941dc80af9275413d2e0c";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"827e53f76b874838acbf5ced59531fc7";"7432ab1ac49e439eb921d3fc47f9b3ef";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"f6824dda7f2840df9551acc659e68046";"b70bd5a07fd84d25bbbda49cbb77715b";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"4b7ba4a3c7db49a0a8526b4e1e80a388";"916b461ec9d04f45b7157a554e904ea0";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"e706a8f12ddd476dbbceeb74d4d89093";"836cc22bc3cf41ebb7ad82feeaed6dbc";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"ea18e407a3c14a6f976a8df82a2c024b";"523b9e6abd3a4e56a7535e8eee95b78d";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"20731ce5b7484c8cb125e296234833ef";"aa87e053e2da43c6a5aace7dddb01133";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"e34dfa4212904099ab296b5d0790410c";"e32e96fc561a43a1b7517325e41cd140";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"87c381614e7e44da934ed37af0abadb2";"3f282353024b4b39b9399fff5f357a70";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"7147d568764f4bda812c96531a7a0877";"2cefb69d22354e4e9fbda92d29d06963";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"7b4c560468354b2eb94ec3aa8003f4e0";"a9483b24a58a4814a2811a8ac6e3f8c7";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"2d24fe2086cf480a96a67bbb25bf3534";"5b5e6c2a2d554d058ddf8285fa05afc7";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"1ab5620ee32042fbbc0ffcac9fa80c59";"ce4c67d50dbe4730b401bdcd9694a649";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"a4c51a7b662843d9b9213486f3534c99";"3f282353024b4b39b9399fff5f357a70";"Région";"False";"Monthly";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"65898cd747da49b3a75d522a2b785517";"2cefb69d22354e4e9fbda92d29d06963";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"b145249fb2924013bd8a4635a0b76e3b";"523b9e6abd3a4e56a7535e8eee95b78d";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"0c54c08550f64833be68946258f2099d";"aa87e053e2da43c6a5aace7dddb01133";"Cours d'appel";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"d9b39751e0214534bdf1ad25d6b231d5";"69495a0beee54719a83f022004c9548d";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"5e9ffbf786ef4a47942032cb79d23c2e";"916b461ec9d04f45b7157a554e904ea0";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"ad37430ea3f3433e961c1d9fffd7738c";"5b5e6c2a2d554d058ddf8285fa05afc7";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"a7af5e7e82d94e669617bebef30b375d";"9c902e1d0db942309735ab1e4eb19908";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"9898d6eaa64344f0a28092ec3c9099f2";"57ad11ea19bb41f0b6cbceb6790cbe74";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"1004861b16dc4c6dae1dce01caba715d";"a9483b24a58a4814a2811a8ac6e3f8c7";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"768b460f96084abc84ce1a4e621a29a2";"5b5e6c2a2d554d058ddf8285fa05afc7";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"b4f96270c32b4966b56e67c17f872b38";"6d2c9fc81a5d45b7a980b9b627201f7f";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"d8b67622430a4c728d9f12b103bd8f7c";"6d2c9fc81a5d45b7a980b9b627201f7f";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"51fd2a6ea29c4247b7ef63bc67e0ea46";"2cefb69d22354e4e9fbda92d29d06963";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"d35e6613064a488e8721a2b2d9b8aa5d";"10d719e0c32941dc80af9275413d2e0c";"Académie";"False";"";"False";"False";"25";"2021-03-10T23:59:59.0000000"
"f2ddaadd2f874070924743d3db9e9f63";"0d534b1da37e41618105219ca093ad04";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"f2ecb78aa13d4b94aff43bf73ad39b83";"aa87e053e2da43c6a5aace7dddb01133";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"ece100b190ec4594b4a05561249cdf55";"916b461ec9d04f45b7157a554e904ea0";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"2cab5d876267485b8d8e198e12ea7ae5";"836cc22bc3cf41ebb7ad82feeaed6dbc";"Académie";"False";"";"False";"False";"25";"2021-03-10T23:59:59.0000000"
"67b0adb5ccbd4421976a86937d9d1a5f";"523b9e6abd3a4e56a7535e8eee95b78d";"Académie";"False";"";"False";"False";"25";"2021-03-10T23:59:59.0000000"
"81a72a255d334e8f9bd785d227fa7044";"9c902e1d0db942309735ab1e4eb19908";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"e698c51ae0654ab2b90feed9c525bc15";"a9483b24a58a4814a2811a8ac6e3f8c7";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"d147a6b37fe64598b7dcfea1fec76d8c";"47e79c5470f041329f04ad7dd5a03320";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"200aa62cc3a94ea1b9e2c32421ee70e4";"e32e96fc561a43a1b7517325e41cd140";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"d74ae2c011ce49568cabc9d031e6475e";"7432ab1ac49e439eb921d3fc47f9b3ef";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"5f8742d84cf74370b108412bc924fc51";"69495a0beee54719a83f022004c9548d";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"3ec3b1b463534eea9fc793ef253b8010";"b70bd5a07fd84d25bbbda49cbb77715b";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"32afa774e66843c6985a57e184dd6979";"a9483b24a58a4814a2811a8ac6e3f8c7";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"d313e360f9f3487b955cb257cc443aa1";"3f282353024b4b39b9399fff5f357a70";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"a73c57e266e342aebfbc2b6ac33febf9";"836cc22bc3cf41ebb7ad82feeaed6dbc";"Région Académique";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"ae8a6f7d7253453a810ed0428ddfb8b2";"0d534b1da37e41618105219ca093ad04";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"e5f1c9dba6024e0e94ac7954c7eae7d1";"7432ab1ac49e439eb921d3fc47f9b3ef";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"9b4904771877425b9643a2ec4a04e668";"6d2c9fc81a5d45b7a980b9b627201f7f";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"fe3ea074108f453388bfb4b9df36fb54";"523b9e6abd3a4e56a7535e8eee95b78d";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"7a25ba891fe64f8b8703bd163bf35183";"4bfcd9f5332444c0a87edfe5ae888cb5";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"28692c8f0ab0485099562b749d75d437";"a9483b24a58a4814a2811a8ac6e3f8c7";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"c4891aa308c8491f926a499bd088d2a7";"b70bd5a07fd84d25bbbda49cbb77715b";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"108d41af50ec4169a408ea2db17309b3";"e32e96fc561a43a1b7517325e41cd140";"Région";"False";"Monthly";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"ba5f33577b654ff4b721e6bbdc63d544";"3f282353024b4b39b9399fff5f357a70";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"3d42d10497f44442841dbecb96d77b37";"b70bd5a07fd84d25bbbda49cbb77715b";"Région";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"a745f49424ee4d23907d1e686904a9ea";"e54776ef15824579b63591f3a53bd4b4";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"8397fafe6cef413e938bf295cc914db8";"4bfcd9f5332444c0a87edfe5ae888cb5";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"4cdfcddc211f4be2bcf22062f9913a3b";"2cefb69d22354e4e9fbda92d29d06963";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"c069fa3a95994ebc8c1f290c6dea4fb2";"e54776ef15824579b63591f3a53bd4b4";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"c894d62f0d544ca2a189ad4da87abb5c";"57ad11ea19bb41f0b6cbceb6790cbe74";"Milestone";"False";"";"False";"False";"3000";"2021-03-10T23:59:59.0000000"
"2433e7439e9440c89c3900d9b6edc760";"d30b145420b54405975a0fec31db9ac4";"Département";"False";"";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"d290ce147394437b809f3634e4687c66";"916b461ec9d04f45b7157a554e904ea0";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
"f916886b081b4374bb11b9e5bdabf699";"9c902e1d0db942309735ab1e4eb19908";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"4a5861d140f14ab39baffb20b99659ee";"0d534b1da37e41618105219ca093ad04";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"b38e8a55ab464493b24d01b7f1d0ea3f";"836cc22bc3cf41ebb7ad82feeaed6dbc";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"e50da20a4e7a465da8679e93a4a8ac32";"4bfcd9f5332444c0a87edfe5ae888cb5";"Région";"False";"Monthly";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"bfc4255ebeaf4da4a6ce80f78f4bdaaf";"523b9e6abd3a4e56a7535e8eee95b78d";"Région Académique";"False";"";"False";"False";"20";"2021-03-10T23:59:59.0000000"
"e2cd723460104960bdd741765e74eb5a";"4bfcd9f5332444c0a87edfe5ae888cb5";"Mesure";"True";"Monthly";"False";"False";"10";"2021-03-10T23:59:59.0000000"
"e1c00d2c00e4432aa0dd459dba416329";"9c902e1d0db942309735ab1e4eb19908";"Top";"False";"";"False";"False";"0";"2021-03-10T23:59:59.0000000"
"b2dc2c81e0b6423e8662ee74a87ae6f3";"6d2c9fc81a5d45b7a980b9b627201f7f";"Département";"False";"Monthly";"False";"False";"30";"2021-03-10T23:59:59.0000000"
